"species","date1","date2","d","t1","t2","id","svl1","svl2","dsvl","sex","pop"
"Alytes obstetricans","05/06/2020","19/07/2020",44,156,200,"AOVT012",45,47,2,"Male","Valtierra"
"Alytes obstetricans","19/07/2020","22/08/2020",34,200,234,"AOVT012",47,46,-1,"Male","Valtierra"
"Alytes obstetricans","22/08/2020","02/02/2021",164,234,398,"AOVT012",46,46,0,"Male","Valtierra"
"Alytes obstetricans","02/02/2021","04/02/2021",2,32,34,"AOVT012",46,45,-1,"Male","Valtierra"
"Alytes obstetricans","04/02/2021","24/02/2021",20,34,54,"AOVT012",45,45,0,"Male","Valtierra"
"Alytes obstetricans","24/02/2021","21/04/2021",56,54,110,"AOVT012",45,46,1,"Male","Valtierra"
"Alytes obstetricans","21/04/2021","26/04/2021",5,110,115,"AOVT012",46,46,0,"Male","Valtierra"
"Alytes obstetricans","26/04/2021","30/05/2021",34,115,149,"AOVT012",46,47,1,"Male","Valtierra"
"Alytes obstetricans","30/05/2021","14/06/2021",15,149,164,"AOVT012",47,47,0,"Male","Valtierra"
"Alytes obstetricans","27/09/2018","17/02/2020",508,269,777,"AOVT013",44,50,6,"Male","Valtierra"
"Alytes obstetricans","17/02/2020","08/07/2020",142,47,189,"AOVT013",50,43,-7,"Male","Valtierra"
"Alytes obstetricans","08/07/2020","11/08/2020",34,189,223,"AOVT013",43,44,1,"Male","Valtierra"
"Alytes obstetricans","27/09/2018","12/10/2018",15,269,284,"AOVT014",50,48,-2,"Unknown","Valtierra"
"Alytes obstetricans","12/10/2018","04/06/2019",235,284,519,"AOVT014",48,50,2,"Unknown","Valtierra"
"Alytes obstetricans","04/06/2019","11/07/2019",37,154,191,"AOVT014",50,45,-5,"Unknown","Valtierra"
"Alytes obstetricans","27/09/2018","02/10/2018",5,269,274,"AOVT015",46,45,-1,"Male","Valtierra"
"Alytes obstetricans","02/10/2018","29/05/2019",239,274,513,"AOVT015",45,41,-4,"Male","Valtierra"
"Alytes obstetricans","27/09/2018","09/10/2018",12,269,281,"AOVT016",42,42,0,"Female","Valtierra"
"Alytes obstetricans","09/10/2018","21/04/2019",194,281,475,"AOVT016",42,43,1,"Female","Valtierra"
"Alytes obstetricans","21/04/2019","10/02/2020",295,110,405,"AOVT016",43,46,3,"Female","Valtierra"
"Alytes obstetricans","10/02/2020","19/07/2020",160,40,200,"AOVT016",46,44,-2,"Female","Valtierra"
"Alytes obstetricans","19/07/2020","04/08/2020",16,200,216,"AOVT016",44,45,1,"Female","Valtierra"
"Alytes obstetricans","04/08/2020","11/08/2020",7,216,223,"AOVT016",45,43,-2,"Female","Valtierra"
"Alytes obstetricans","11/08/2020","10/06/2021",303,223,526,"AOVT016",43,46,3,"Female","Valtierra"
"Alytes obstetricans","10/06/2021","14/06/2021",4,160,164,"AOVT016",46,47,1,"Female","Valtierra"
"Alytes obstetricans","27/09/2018","30/12/2019",459,269,728,"AOVT017",45,45,0,"Unknown","Valtierra"
"Alytes obstetricans","30/12/2019","04/08/2020",218,363,581,"AOVT017",45,44,-1,"Unknown","Valtierra"
"Alytes obstetricans","27/09/2018","06/11/2018",40,269,309,"AOVT018",43,43,0,"Unknown","Valtierra"
"Alytes obstetricans","06/11/2018","11/04/2019",156,309,465,"AOVT018",43,40,-3,"Unknown","Valtierra"
"Alytes obstetricans","11/04/2019","04/06/2019",54,100,154,"AOVT018",40,43,3,"Unknown","Valtierra"
"Alytes obstetricans","27/09/2018","18/09/2019",356,269,625,"AOVT019",44,42,-2,"Female","Valtierra"
"Alytes obstetricans","18/09/2019","30/12/2019",103,260,363,"AOVT019",42,45,3,"Female","Valtierra"
"Alytes obstetricans","30/12/2019","31/05/2020",153,363,516,"AOVT019",45,45,0,"Female","Valtierra"
"Alytes obstetricans","31/05/2020","11/08/2020",72,151,223,"AOVT019",45,42,-3,"Female","Valtierra"
"Alytes obstetricans","11/08/2020","07/09/2020",27,223,250,"AOVT019",42,45,3,"Female","Valtierra"
"Alytes obstetricans","07/09/2020","02/02/2021",148,250,398,"AOVT019",45,46,1,"Female","Valtierra"
"Alytes obstetricans","02/02/2021","04/04/2021",61,32,93,"AOVT019",46,46,0,"Female","Valtierra"
"Alytes obstetricans","04/04/2021","09/04/2021",5,93,98,"AOVT019",46,45,-1,"Female","Valtierra"
"Alytes obstetricans","09/04/2021","25/05/2021",46,98,144,"AOVT019",45,47,2,"Female","Valtierra"
"Alytes obstetricans","25/05/2021","01/06/2021",7,144,151,"AOVT019",47,44,-3,"Female","Valtierra"
"Alytes obstetricans","27/09/2018","04/06/2019",250,269,519,"AOVT020",44,44,0,"Unknown","Valtierra"
"Alytes obstetricans","04/06/2019","27/05/2020",358,154,512,"AOVT020",44,46,2,"Unknown","Valtierra"
"Alytes obstetricans","27/05/2020","11/08/2020",76,147,223,"AOVT020",46,42,-4,"Unknown","Valtierra"
"Alytes obstetricans","27/09/2018","02/10/2018",5,269,274,"AOVT021",44,43,-1,"Unknown","Valtierra"
"Alytes obstetricans","02/10/2018","12/10/2018",10,274,284,"AOVT021",43,42,-1,"Unknown","Valtierra"
"Alytes obstetricans","02/10/2018","09/10/2018",7,274,281,"AOVT022",46,42,-4,"Unknown","Valtierra"
"Alytes obstetricans","09/10/2018","12/10/2018",3,281,284,"AOVT022",42,45,3,"Unknown","Valtierra"
"Alytes obstetricans","12/10/2018","16/04/2019",186,284,470,"AOVT022",45,49,4,"Unknown","Valtierra"
"Alytes obstetricans","02/10/2018","29/05/2019",239,274,513,"AOVT023",43,39,-4,"Unknown","Valtierra"
"Alytes obstetricans","29/05/2019","04/06/2019",6,148,154,"AOVT023",39,41,2,"Unknown","Valtierra"
"Alytes obstetricans","04/06/2019","10/02/2020",251,154,405,"AOVT023",41,47,6,"Unknown","Valtierra"
"Alytes obstetricans","02/10/2018","11/04/2019",191,274,465,"AOVT024",42,43,1,"Male","Valtierra"
"Alytes obstetricans","11/04/2019","29/05/2019",48,100,148,"AOVT024",43,42,-1,"Male","Valtierra"
"Alytes obstetricans","09/10/2018","12/10/2018",3,281,284,"AOVT026",38,40,2,"Male","Valtierra"
"Alytes obstetricans","12/10/2018","21/04/2019",191,284,475,"AOVT026",40,41,1,"Male","Valtierra"
"Alytes obstetricans","21/04/2019","27/11/2019",220,110,330,"AOVT026",41,43,2,"Male","Valtierra"
"Alytes obstetricans","12/10/2018","24/06/2020",621,284,905,"AOVT028",41,43,2,"Male","Valtierra"
"Alytes obstetricans","24/06/2020","08/07/2020",14,175,189,"AOVT028",43,41,-2,"Male","Valtierra"
"Alytes obstetricans","08/07/2020","22/08/2020",45,189,234,"AOVT028",41,41,0,"Male","Valtierra"
"Alytes obstetricans","22/08/2020","14/09/2020",23,234,257,"AOVT028",41,43,2,"Male","Valtierra"
"Alytes obstetricans","12/10/2018","24/06/2020",621,284,905,"AOVT029",46,52,6,"Female","Valtierra"
"Alytes obstetricans","24/06/2020","11/08/2020",48,175,223,"AOVT029",52,49,-3,"Female","Valtierra"
"Alytes obstetricans","11/08/2020","22/08/2020",11,223,234,"AOVT029",49,49,0,"Female","Valtierra"
"Alytes obstetricans","22/08/2020","14/09/2020",23,234,257,"AOVT029",49,49,0,"Female","Valtierra"
"Alytes obstetricans","14/09/2020","18/09/2020",4,257,261,"AOVT029",49,50,1,"Female","Valtierra"
"Alytes obstetricans","18/09/2020","02/04/2021",196,261,457,"AOVT029",50,51,1,"Female","Valtierra"
"Alytes obstetricans","02/04/2021","21/04/2021",19,91,110,"AOVT029",51,49,-2,"Female","Valtierra"
"Alytes obstetricans","21/04/2021","24/07/2021",94,110,204,"AOVT029",49,50,1,"Female","Valtierra"
"Alytes obstetricans","11/04/2019","12/02/2020",307,100,407,"AOVT031",40,49,9,"Unknown","Valtierra"
"Alytes obstetricans","12/02/2020","02/02/2021",356,42,398,"AOVT031",49,45,-4,"Unknown","Valtierra"
"Alytes obstetricans","02/02/2021","09/04/2021",66,32,98,"AOVT031",45,49,4,"Unknown","Valtierra"
"Alytes obstetricans","09/04/2021","16/06/2021",68,98,166,"AOVT031",49,48,-1,"Unknown","Valtierra"
"Alytes obstetricans","21/04/2019","17/02/2020",302,110,412,"AOVT032",37,44,7,"Male","Valtierra"
"Alytes obstetricans","17/02/2020","02/04/2021",410,47,457,"AOVT032",44,42,-2,"Male","Valtierra"
"Alytes obstetricans","02/04/2021","01/06/2021",60,91,151,"AOVT032",42,43,1,"Male","Valtierra"
"Alytes obstetricans","11/04/2019","04/06/2019",54,100,154,"AOVT033",44,42,-2,"Unknown","Valtierra"
"Alytes obstetricans","16/04/2019","11/08/2020",483,105,588,"AOVT034",43,48,5,"Male","Valtierra"
"Alytes obstetricans","06/11/2018","14/10/2019",342,309,651,"AOVT035",50,49,-1,"Unknown","Valtierra"
"Alytes obstetricans","06/11/2018","29/05/2019",204,309,513,"AOVT036",34,33,-1,"Female","Valtierra"
"Alytes obstetricans","06/11/2018","14/10/2019",342,309,651,"AOVT037",42,46,4,"Male","Valtierra"
"Alytes obstetricans","14/10/2019","11/08/2020",302,286,588,"AOVT037",46,44,-2,"Male","Valtierra"
"Alytes obstetricans","11/08/2020","03/05/2021",265,223,488,"AOVT037",44,46,2,"Male","Valtierra"
"Alytes obstetricans","03/05/2021","25/05/2021",22,122,144,"AOVT037",46,44,-2,"Male","Valtierra"
"Alytes obstetricans","25/05/2021","09/03/2023",653,144,797,"AOVT037",44,46,2,"Male","Valtierra"
"Alytes obstetricans","09/03/2023","25/05/2023",77,67,144,"AOVT037",46,48,2,"Male","Valtierra"
"Alytes obstetricans","21/04/2019","18/09/2019",150,110,260,"AOVT038",43,44,1,"Unknown","Valtierra"
"Alytes obstetricans","18/09/2019","31/05/2020",256,260,516,"AOVT038",44,46,2,"Unknown","Valtierra"
"Alytes obstetricans","31/05/2020","11/08/2020",72,151,223,"AOVT038",46,45,-1,"Unknown","Valtierra"
"Alytes obstetricans","11/08/2020","10/02/2021",183,223,406,"AOVT038",45,48,3,"Unknown","Valtierra"
"Alytes obstetricans","10/02/2021","09/04/2021",58,40,98,"AOVT038",48,46,-2,"Unknown","Valtierra"
"Alytes obstetricans","09/04/2021","03/05/2021",24,98,122,"AOVT038",46,47,1,"Unknown","Valtierra"
"Alytes obstetricans","03/05/2021","07/06/2021",35,122,157,"AOVT038",47,45,-2,"Unknown","Valtierra"
"Alytes obstetricans","21/04/2019","29/05/2019",38,110,148,"AOVT039",38,35,-3,"Male","Valtierra"
"Alytes obstetricans","29/05/2019","04/06/2019",6,148,154,"AOVT039",35,39,4,"Male","Valtierra"
"Alytes obstetricans","04/06/2019","11/07/2019",37,154,191,"AOVT039",39,38,-1,"Male","Valtierra"
"Alytes obstetricans","11/07/2019","05/06/2020",330,191,521,"AOVT039",38,43,5,"Male","Valtierra"
"Alytes obstetricans","05/06/2020","11/08/2020",67,156,223,"AOVT039",43,43,0,"Male","Valtierra"
"Alytes obstetricans","11/08/2020","30/08/2020",19,223,242,"AOVT039",43,41,-2,"Male","Valtierra"
"Alytes obstetricans","04/06/2019","11/07/2019",37,154,191,"AOVT044",41,39,-2,"Male","Valtierra"
"Alytes obstetricans","11/07/2019","12/02/2020",216,191,407,"AOVT044",39,45,6,"Male","Valtierra"
"Alytes obstetricans","12/02/2020","05/06/2020",114,42,156,"AOVT044",45,44,-1,"Male","Valtierra"
"Alytes obstetricans","05/06/2020","14/09/2020",101,156,257,"AOVT044",44,43,-1,"Male","Valtierra"
"Alytes obstetricans","14/09/2020","25/03/2021",192,257,449,"AOVT044",43,49,6,"Male","Valtierra"
"Alytes obstetricans","25/03/2021","02/04/2021",8,83,91,"AOVT044",49,47,-2,"Male","Valtierra"
"Alytes obstetricans","02/04/2021","14/06/2021",73,91,164,"AOVT044",47,47,0,"Male","Valtierra"
"Alytes obstetricans","14/06/2021","16/06/2021",2,164,166,"AOVT044",47,45,-2,"Male","Valtierra"
"Alytes obstetricans","10/06/2019","20/05/2020",345,160,505,"AOVT045",35,40,5,"Male","Valtierra"
"Alytes obstetricans","20/05/2020","11/08/2020",83,140,223,"AOVT045",40,44,4,"Male","Valtierra"
"Alytes obstetricans","11/08/2020","24/02/2021",197,223,420,"AOVT045",44,43,-1,"Male","Valtierra"
"Alytes obstetricans","24/02/2021","26/04/2021",61,54,115,"AOVT045",43,43,0,"Male","Valtierra"
"Alytes obstetricans","26/04/2021","14/06/2021",49,115,164,"AOVT045",43,44,1,"Male","Valtierra"
"Alytes obstetricans","18/09/2019","10/02/2020",145,260,405,"AOVT046",49,54,5,"Female","Valtierra"
"Alytes obstetricans","10/02/2020","12/02/2020",2,40,42,"AOVT046",54,54,0,"Female","Valtierra"
"Alytes obstetricans","12/02/2020","11/04/2021",424,42,466,"AOVT046",54,53,-1,"Female","Valtierra"
"Alytes obstetricans","11/04/2021","15/04/2021",4,100,104,"AOVT046",53,50,-3,"Female","Valtierra"
"Alytes obstetricans","15/04/2021","25/05/2021",40,104,144,"AOVT046",50,51,1,"Female","Valtierra"
"Alytes obstetricans","25/05/2021","01/06/2021",7,144,151,"AOVT046",51,51,0,"Female","Valtierra"
"Alytes obstetricans","04/06/2019","18/09/2019",106,154,260,"AOVT047",40,42,2,"Unknown","Valtierra"
"Alytes obstetricans","04/06/2019","08/07/2020",400,154,554,"AOVT048",46,42,-4,"Male","Valtierra"
"Alytes obstetricans","08/07/2020","04/02/2021",211,189,400,"AOVT048",42,46,4,"Male","Valtierra"
"Alytes obstetricans","04/02/2021","11/04/2021",66,34,100,"AOVT048",46,45,-1,"Male","Valtierra"
"Alytes obstetricans","10/10/2019","14/10/2019",4,282,286,"AOVT049",46,46,0,"Male","Valtierra"
"Alytes obstetricans","14/10/2019","10/02/2020",119,286,405,"AOVT049",46,46,0,"Male","Valtierra"
"Alytes obstetricans","10/02/2020","31/05/2020",111,40,151,"AOVT049",46,46,0,"Male","Valtierra"
"Alytes obstetricans","31/05/2020","08/07/2020",38,151,189,"AOVT049",46,44,-2,"Male","Valtierra"
"Alytes obstetricans","08/07/2020","04/08/2020",27,189,216,"AOVT049",44,42,-2,"Male","Valtierra"
"Alytes obstetricans","04/08/2020","07/09/2020",34,216,250,"AOVT049",42,47,5,"Male","Valtierra"
"Alytes obstetricans","07/09/2020","18/09/2020",11,250,261,"AOVT049",47,44,-3,"Male","Valtierra"
"Alytes obstetricans","18/09/2020","04/04/2021",198,261,459,"AOVT049",44,44,0,"Male","Valtierra"
"Alytes obstetricans","29/05/2019","04/06/2019",6,148,154,"AOVT050",43,46,3,"Female","Valtierra"
"Alytes obstetricans","04/06/2019","10/06/2019",6,154,160,"AOVT050",46,42,-4,"Female","Valtierra"
"Alytes obstetricans","10/06/2019","11/07/2019",31,160,191,"AOVT050",42,43,1,"Female","Valtierra"
"Alytes obstetricans","29/05/2019","04/06/2019",6,148,154,"AOVT052",40,48,8,"Unknown","Valtierra"
"Alytes obstetricans","04/06/2019","11/07/2019",37,154,191,"AOVT052",48,41,-7,"Unknown","Valtierra"
"Alytes obstetricans","29/05/2019","04/06/2019",6,148,154,"AOVT054",42,46,4,"Male","Valtierra"
"Alytes obstetricans","04/06/2019","14/10/2019",132,154,286,"AOVT054",46,48,2,"Male","Valtierra"
"Alytes obstetricans","14/10/2019","30/12/2019",77,286,363,"AOVT054",48,47,-1,"Male","Valtierra"
"Alytes obstetricans","30/12/2019","01/07/2020",184,363,547,"AOVT054",47,46,-1,"Male","Valtierra"
"Alytes obstetricans","01/07/2020","20/10/2020",111,182,293,"AOVT054",46,45,-1,"Male","Valtierra"
"Alytes obstetricans","20/10/2020","02/04/2021",164,293,457,"AOVT054",45,48,3,"Male","Valtierra"
"Alytes obstetricans","29/05/2019","28/01/2021",610,148,758,"AOVT055",41,45,4,"Male","Valtierra"
"Alytes obstetricans","29/05/2019","04/06/2019",6,148,154,"AOVT056",35,38,3,"Male","Valtierra"
"Alytes obstetricans","04/06/2019","11/07/2019",37,154,191,"AOVT056",38,34,-4,"Male","Valtierra"
"Alytes obstetricans","11/07/2019","03/05/2021",662,191,853,"AOVT056",34,44,10,"Male","Valtierra"
"Alytes obstetricans","03/05/2021","01/06/2021",29,122,151,"AOVT056",44,46,2,"Male","Valtierra"
"Alytes obstetricans","29/05/2019","04/06/2019",6,148,154,"AOVT058",31,35,4,"Unknown","Valtierra"
"Alytes obstetricans","04/06/2019","10/06/2019",6,154,160,"AOVT059",51,47,-4,"Unknown","Valtierra"
"Alytes obstetricans","04/06/2019","10/06/2019",6,154,160,"AOVT061",51,46,-5,"Female","Valtierra"
"Alytes obstetricans","04/06/2019","25/03/2021",660,154,814,"AOVT063",49,50,1,"Female","Valtierra"
"Alytes obstetricans","25/03/2021","16/06/2021",83,83,166,"AOVT063",50,52,2,"Female","Valtierra"
"Alytes obstetricans","04/06/2019","10/06/2019",6,154,160,"AOVT064",43,39,-4,"Female","Valtierra"
"Alytes obstetricans","10/06/2019","11/07/2019",31,160,191,"AOVT064",39,42,3,"Female","Valtierra"
"Alytes obstetricans","11/07/2019","05/06/2020",330,191,521,"AOVT064",42,49,7,"Female","Valtierra"
"Alytes obstetricans","04/06/2019","18/09/2019",106,154,260,"AOVT065",45,45,0,"Male","Valtierra"
"Alytes obstetricans","18/09/2019","28/01/2021",498,260,758,"AOVT065",45,50,5,"Male","Valtierra"
"Alytes obstetricans","28/01/2021","02/04/2021",64,27,91,"AOVT065",50,45,-5,"Male","Valtierra"
"Alytes obstetricans","02/04/2021","07/06/2021",66,91,157,"AOVT065",45,47,2,"Male","Valtierra"
"Alytes obstetricans","07/06/2021","26/01/2024",963,157,1120,"AOVT065",47,52,5,"Male","Valtierra"
"Alytes obstetricans","26/01/2024","13/02/2024",18,25,43,"AOVT065",52,49,-3,"Male","Valtierra"
"Alytes obstetricans","10/06/2019","24/05/2020",349,160,509,"AOVT068",41,52,11,"Female","Valtierra"
"Alytes obstetricans","24/05/2020","05/06/2020",12,144,156,"AOVT068",52,49,-3,"Female","Valtierra"
"Alytes obstetricans","05/06/2020","01/07/2020",26,156,182,"AOVT068",49,53,4,"Female","Valtierra"
"Alytes obstetricans","01/07/2020","30/08/2020",60,182,242,"AOVT068",53,40,-13,"Female","Valtierra"
"Alytes obstetricans","30/08/2020","07/09/2020",8,242,250,"AOVT068",40,50,10,"Female","Valtierra"
"Alytes obstetricans","07/09/2020","07/06/2021",273,250,523,"AOVT068",50,54,4,"Female","Valtierra"
"Alytes obstetricans","11/07/2019","24/06/2020",349,191,540,"AOVT070",45,52,7,"Unknown","Valtierra"
"Alytes obstetricans","11/07/2019","12/02/2020",216,191,407,"AOVT071",32,46,14,"Female","Valtierra"
"Alytes obstetricans","12/02/2020","24/06/2020",133,42,175,"AOVT071",46,45,-1,"Female","Valtierra"
"Alytes obstetricans","18/09/2019","10/02/2021",511,260,771,"AOVT072",48,49,1,"Male","Valtierra"
"Alytes obstetricans","10/02/2021","21/04/2021",70,40,110,"AOVT072",49,45,-4,"Male","Valtierra"
"Alytes obstetricans","18/09/2019","11/08/2020",328,260,588,"AOVT073",48,46,-2,"Male","Valtierra"
"Alytes obstetricans","11/08/2020","09/04/2021",241,223,464,"AOVT073",46,51,5,"Male","Valtierra"
"Alytes obstetricans","09/04/2021","01/06/2021",53,98,151,"AOVT073",51,48,-3,"Male","Valtierra"
"Alytes obstetricans","01/06/2021","24/05/2023",722,151,873,"AOVT073",48,47,-1,"Male","Valtierra"
"Alytes obstetricans","24/05/2023","13/02/2024",265,143,408,"AOVT073",47,51,4,"Male","Valtierra"
"Alytes obstetricans","14/10/2019","11/08/2020",302,286,588,"AOVT074",39,40,1,"Male","Valtierra"
"Alytes obstetricans","11/08/2020","02/04/2021",234,223,457,"AOVT074",40,42,2,"Male","Valtierra"
"Alytes obstetricans","02/04/2021","09/04/2021",7,91,98,"AOVT074",42,46,4,"Male","Valtierra"
"Alytes obstetricans","09/04/2021","01/06/2021",53,98,151,"AOVT074",46,43,-3,"Male","Valtierra"
"Alytes obstetricans","14/10/2019","07/06/2021",602,286,888,"AOVT075",39,43,4,"Male","Valtierra"
"Alytes obstetricans","14/10/2019","13/11/2019",30,286,316,"AOVT076",42,41,-1,"Unknown","Valtierra"
"Alytes obstetricans","13/11/2019","10/02/2020",89,316,405,"AOVT076",41,44,3,"Unknown","Valtierra"
"Alytes obstetricans","10/02/2020","01/07/2020",142,40,182,"AOVT080",46,41,-5,"Male","Valtierra"
"Alytes obstetricans","01/07/2020","28/01/2021",211,182,393,"AOVT080",41,45,4,"Male","Valtierra"
"Alytes obstetricans","10/02/2020","08/07/2020",149,40,189,"AOVT081",46,44,-2,"Male","Valtierra"
"Alytes obstetricans","08/07/2020","11/08/2020",34,189,223,"AOVT081",44,43,-1,"Male","Valtierra"
"Alytes obstetricans","12/02/2020","14/06/2021",488,42,530,"AOVT082",51,52,1,"Female","Valtierra"
"Alytes obstetricans","17/02/2020","30/08/2020",195,47,242,"AOVT085",48,52,4,"Female","Valtierra"
"Alytes obstetricans","30/08/2020","14/09/2020",15,242,257,"AOVT085",52,47,-5,"Female","Valtierra"
"Alytes obstetricans","09/03/2020","14/09/2020",189,68,257,"AOVT086",44,40,-4,"Unknown","Valtierra"
"Alytes obstetricans","14/09/2020","25/05/2021",253,257,510,"AOVT086",40,44,4,"Unknown","Valtierra"
"Alytes obstetricans","20/05/2020","08/07/2020",49,140,189,"AOVT088",43,44,1,"Unknown","Valtierra"
"Alytes obstetricans","08/07/2020","03/05/2021",299,189,488,"AOVT088",44,44,0,"Unknown","Valtierra"
"Alytes obstetricans","24/05/2020","25/05/2021",366,144,510,"AOVT090",40,43,3,"Unknown","Valtierra"
"Alytes obstetricans","31/05/2020","11/08/2020",72,151,223,"AOVT095",62,58,-4,"Female","Valtierra"
"Alytes obstetricans","11/08/2020","10/02/2021",183,223,406,"AOVT095",58,58,0,"Female","Valtierra"
"Alytes obstetricans","10/02/2021","02/04/2021",51,40,91,"AOVT095",58,57,-1,"Female","Valtierra"
"Alytes obstetricans","02/04/2021","15/04/2021",13,91,104,"AOVT095",57,57,0,"Female","Valtierra"
"Alytes obstetricans","31/05/2020","26/04/2021",330,151,481,"AOVT097",40,43,3,"Male","Valtierra"
"Alytes obstetricans","31/05/2020","14/09/2020",106,151,257,"AOVT098",44,43,-1,"Male","Valtierra"
"Alytes obstetricans","14/09/2020","21/04/2021",219,257,476,"AOVT098",43,46,3,"Male","Valtierra"
"Alytes obstetricans","21/04/2021","03/05/2021",12,110,122,"AOVT098",46,44,-2,"Male","Valtierra"
"Alytes obstetricans","03/05/2021","01/06/2021",29,122,151,"AOVT098",44,47,3,"Male","Valtierra"
"Alytes obstetricans","31/05/2020","14/06/2021",379,151,530,"AOVT100",42,44,2,"Male","Valtierra"
"Alytes obstetricans","04/08/2020","24/02/2021",204,216,420,"AOVT101",46,46,0,"Male","Valtierra"
"Alytes obstetricans","24/02/2021","25/03/2021",29,54,83,"AOVT101",46,49,3,"Male","Valtierra"
"Alytes obstetricans","26/04/2021","25/05/2021",29,115,144,"AOVT103",45,47,2,"Male","Valtierra"
"Alytes obstetricans","25/05/2021","14/06/2021",20,144,164,"AOVT103",47,44,-3,"Male","Valtierra"
"Alytes obstetricans","14/06/2021","16/06/2021",2,164,166,"AOVT103",44,48,4,"Male","Valtierra"
"Alytes obstetricans","16/06/2021","06/05/2024",1055,166,1221,"AOVT103",48,50,2,"Male","Valtierra"
