"Species","ID","Pop","Sex","SVL_mm","year","years_from_mark"
"Epidalea calamita","BC090064","Laguna","Male",83,2016,3
"Epidalea calamita","BC090064","Laguna","Male",82,2017,4
"Epidalea calamita","BC090064","Laguna","Male",77,2019,6
"Epidalea calamita","BC090067","Laguna","Male",91.5,2013,0
"Epidalea calamita","BC090068","Laguna","Male",77.5,2013,0
"Epidalea calamita","BC090068","Laguna","Male",87,2014,1
"Epidalea calamita","BC090068","Laguna","Male",89,2015,2
"Epidalea calamita","BC090068","Laguna","Male",92,2016,3
"Epidalea calamita","BC090069","Laguna","Male",78,2013,0
"Epidalea calamita","BC090070","Laguna","Male",81,2013,0
"Epidalea calamita","BC090090","Laguna","Male",84.5,2013,0
"Epidalea calamita","BC090105","Laguna","Male",95,2013,0
"Epidalea calamita","BC090105","Laguna","Male",102,2014,1
"Epidalea calamita","BC090105","Laguna","Male",101,2015,2
"Epidalea calamita","BC090105","Laguna","Male",102,2016,3
"Epidalea calamita","BC090110","Laguna","Male",77.5,2013,0
"Epidalea calamita","BC090110","Laguna","Male",86,2015,2
"Epidalea calamita","BC090115","Laguna","Male",79,2013,0
"Epidalea calamita","BC090115","Laguna","Male",84,2014,1
"Epidalea calamita","BC090115","Laguna","Male",79,2015,2
"Epidalea calamita","BC090115","Laguna","Male",84,2016,3
"Epidalea calamita","BC090116","Laguna","Male",78,2013,0
"Epidalea calamita","BC090116","Laguna","Male",86,2014,1
"Epidalea calamita","BC090116","Laguna","Male",85.5,2015,2
"Epidalea calamita","BC090119","Laguna","Male",85,2013,0
"Epidalea calamita","BC090123","Laguna","Male",83,2013,0
"Epidalea calamita","BC090123","Laguna","Male",89,2014,1
"Epidalea calamita","BC090123","Laguna","Male",90,2015,2
"Epidalea calamita","BC090123","Laguna","Male",87,2016,3
"Epidalea calamita","BC090129","Laguna","Male",81,2013,0
"Epidalea calamita","BC090141","Laguna","Male",74,2013,0
"Epidalea calamita","BC090141","Laguna","Male",82,2015,2
"Epidalea calamita","BC090141","Laguna","Male",84,2016,3
"Epidalea calamita","BC090149","Laguna","Male",86,2013,0
"Epidalea calamita","BC090160","Laguna","Male",85,2013,0
"Epidalea calamita","BC090160","Laguna","Male",91,2014,1
"Epidalea calamita","BC090164","Laguna","Male",92,2013,0
"Epidalea calamita","BC090164","Laguna","Male",96,2014,1
"Epidalea calamita","BC090173","Laguna","Male",81,2013,0
"Epidalea calamita","BC090176","Laguna","Male",79,2013,0
"Epidalea calamita","BC090176","Laguna","Male",85,2014,1
"Epidalea calamita","BC090186","Laguna","Male",81,2013,0
"Epidalea calamita","BC090199","Laguna","Male",69,2013,0
"Epidalea calamita","BC090212","Laguna","Female",82,2013,0
"Epidalea calamita","BC090251","Laguna","Male",74.5,2013,0
"Epidalea calamita","BC090277","Laguna","Male",78.25,2013,0
"Epidalea calamita","BC090289","Laguna","Male",81.5,2013,0
"Epidalea calamita","BC090289","Laguna","Male",84,2015,2
"Epidalea calamita","BC090317","Laguna","Male",76.5,2013,0
"Epidalea calamita","BC090333","Laguna","Male",70,2013,0
"Epidalea calamita","BC090333","Laguna","Male",74,2014,1
"Epidalea calamita","BC090333","Laguna","Male",73,2015,2
"Epidalea calamita","BC090333","Laguna","Male",77,2017,4
"Epidalea calamita","BC090333","Laguna","Male",79,2021,8
"Epidalea calamita","BC090333","Laguna","Male",81,2022,9
"Epidalea calamita","BC090336","Laguna","Male",73,2013,0
"Epidalea calamita","BC090364","Laguna","Male",52,2013,0
"Epidalea calamita","BC090382","Laguna","Male",64,2013,0
"Epidalea calamita","BC090382","Laguna","Male",74,2014,1
"Pelobates cultripes","PC090098","Laguna","Female",95.5,2013,0
"Pelobates cultripes","PC090113","Laguna","Male",94,2013,0
"Pelobates cultripes","PC090113","Laguna","Male",95,2014,1
"Pelobates cultripes","PC090117","Laguna","Male",97.5,2013,0
"Pelobates cultripes","PC090117","Laguna","Male",94,2014,1
"Pelobates cultripes","PC090117","Laguna","Male",96,2015,2
"Pelobates cultripes","PC090117","Laguna","Male",105,2016,3
"Pelobates cultripes","PC090117","Laguna","Male",106,2018,5
"Pelobates cultripes","PC090117","Laguna","Male",104.5,2019,6
"Pelobates cultripes","PC090123","Laguna","Male",88.5,2013,0
"Pelobates cultripes","PC090126","Laguna","Male",90.25,2013,0
"Pelobates cultripes","PC090126","Laguna","Male",91,2014,1
"Pelobates cultripes","PC090126","Laguna","Male",91,2015,2
"Pelobates cultripes","PC090126","Laguna","Male",96,2016,3
"Pelobates cultripes","PC090140","Laguna","Male",86.5,2013,0
"Pelobates cultripes","PC090140","Laguna","Male",85,2014,1
"Pelobates cultripes","PC090140","Laguna","Male",90,2015,2
"Pelobates cultripes","PC090150","Laguna","Male",87.5,2013,0
"Pelobates cultripes","PC090150","Laguna","Male",88,2014,1
"Pelobates cultripes","PC090150","Laguna","Male",92,2015,2
"Pelobates cultripes","PC090196","Laguna","Male",82.5,2013,0
"Pelobates cultripes","PC090197","Laguna","Male",84,2013,0
"Pelobates cultripes","PC090206","Laguna","Female",88,2013,0
"Pelobates cultripes","PC090206","Laguna","Female",89,2014,1
"Pelobates cultripes","PC090207","Laguna","Female",88.5,2013,0
"Pelobates cultripes","PC090207","Laguna","Female",90,2017,4
"Pelobates cultripes","PC090207","Laguna","Female",89,2020,7
"Pelobates cultripes","PC090244","Laguna","Male",88,2013,0
"Pelobates cultripes","PC090244","Laguna","Male",89,2014,1
"Pelobates cultripes","PC090270","Laguna","Male",68,2013,0
"Pelobates cultripes","PC090291","Laguna","Male",89,2013,0
"Pelobates cultripes","PC090292","Laguna","Male",85.5,2013,0
"Pelobates cultripes","PC090292","Laguna","Male",88,2014,1
"Pelobates cultripes","PC090292","Laguna","Male",90,2015,2
"Pelobates cultripes","PC090292","Laguna","Male",95,2016,3
"Epidalea calamita","BC090456","Laguna","Male",73,2013,0
"Epidalea calamita","BC090456","Laguna","Male",84,2014,1
"Epidalea calamita","BC090457","Laguna","Male",67.5,2013,0
"Epidalea calamita","BC090458","Laguna","Female",74,2013,0
"Epidalea calamita","BC090458","Laguna","Female",84,2015,2
"Epidalea calamita","BC090459","Laguna","Male",73.5,2013,0
"Epidalea calamita","BC090459","Laguna","Male",80,2015,2
"Epidalea calamita","BC090459","Laguna","Male",87,2016,3
"Epidalea calamita","BC090460","Laguna","Male",84,2013,0
"Epidalea calamita","BC090461","Laguna","Female",86.5,2013,0
"Epidalea calamita","BC090461","Laguna","Female",91,2014,1
"Epidalea calamita","BC090462","Laguna","Male",76,2013,0
"Epidalea calamita","BC090463","Laguna","Male",71,2013,0
"Epidalea calamita","BC090464","Laguna","Male",80,2013,0
"Epidalea calamita","BC090464","Laguna","Male",88,2014,1
"Epidalea calamita","BC090465","Laguna","Male",74.5,2013,0
"Epidalea calamita","BC090466","Laguna","Male",76,2013,0
"Epidalea calamita","BC090466","Laguna","Male",86.5,2014,1
"Epidalea calamita","BC090467","Laguna","Female",90,2013,0
"Epidalea calamita","BC090468","Laguna","Female",95.5,2013,0
"Epidalea calamita","BC090469","Laguna","Female",81,2013,0
"Epidalea calamita","BC090470","Laguna","Male",66,2013,0
"Epidalea calamita","BC090471","Laguna","Male",75.5,2013,0
"Epidalea calamita","BC090472","Laguna","Male",72,2013,0
"Epidalea calamita","BC090473","Laguna","Male",75,2013,0
"Epidalea calamita","BC090474","Laguna","Male",70,2013,0
"Epidalea calamita","BC090475","Laguna","Male",85,2013,0
"Epidalea calamita","BC090476","Laguna","Female",88,2013,0
"Epidalea calamita","BC090477","Laguna","Male",93,2013,0
"Epidalea calamita","BC090478","Laguna","Male",72,2013,0
"Epidalea calamita","BC090479","Laguna","Female",86.5,2013,0
"Epidalea calamita","BC090480","Laguna","Female",87.5,2013,0
"Pelobates cultripes","PC090395","Laguna","Male",86,2013,0
"Pelobates cultripes","PC090395","Laguna","Male",86,2014,1
"Pelobates cultripes","PC090395","Laguna","Male",91,2015,2
"Pelobates cultripes","PC090395","Laguna","Male",93.5,2016,3
"Pelobates cultripes","PC090395","Laguna","Male",95,2017,4
"Pelobates cultripes","PC090395","Laguna","Male",95,2018,5
"Pelobates cultripes","PC090395","Laguna","Male",98,2019,6
"Pelobates cultripes","PC090395","Laguna","Male",91,2020,7
"Pelobates cultripes","PC090396","Laguna","Male",90,2013,0
"Pelobates cultripes","PC090396","Laguna","Male",93,2014,1
"Pelobates cultripes","PC090397","Laguna","Female",85,2013,0
"Pelobates cultripes","PC090397","Laguna","Female",87,2015,2
"Pelobates cultripes","PC090397","Laguna","Female",90,2016,3
"Pelobates cultripes","PC090398","Laguna","Male",89,2013,0
"Pelobates cultripes","PC090399","Laguna","Male",85,2013,0
"Pelobates cultripes","PC090399","Laguna","Male",86.5,2014,1
"Pelobates cultripes","PC090399","Laguna","Male",91,2015,2
"Pelobates cultripes","PC090399","Laguna","Male",95,2016,3
"Pelobates cultripes","PC090399","Laguna","Male",95,2017,4
"Pelobates cultripes","PC090399","Laguna","Male",94,2018,5
"Pelobates cultripes","PC090400","Laguna","Male",88,2013,0
"Pelobates cultripes","PC090400","Laguna","Male",93,2015,2
"Pelobates cultripes","PC090400","Laguna","Male",90,2016,3
"Pelobates cultripes","PC090401","Laguna","Male",80,2013,0
"Pelobates cultripes","PC090401","Laguna","Male",82,2014,1
"Pelobates cultripes","PC090401","Laguna","Male",88,2015,2
"Pelobates cultripes","PC090401","Laguna","Male",89,2016,3
"Pelobates cultripes","PC090401","Laguna","Male",91,2018,5
"Pelobates cultripes","PC090401","Laguna","Male",97,2019,6
"Pelobates cultripes","PC090402","Laguna","Male",83,2013,0
"Pelobates cultripes","PC090402","Laguna","Male",90,2014,1
"Pelobates cultripes","PC090403","Laguna","Male",81,2013,0
"Pelobates cultripes","PC090403","Laguna","Male",83,2014,1
"Pelobates cultripes","PC090404","Laguna","Male",83.5,2013,0
"Pelobates cultripes","PC090405","Laguna","Male",74,2013,0
"Pelobates cultripes","PC090405","Laguna","Male",82,2014,1
"Pelobates cultripes","PC090406","Laguna","Male",88,2013,0
"Pelobates cultripes","PC090406","Laguna","Male",89,2014,1
"Pelobates cultripes","PC090406","Laguna","Male",93,2016,3
"Pelobates cultripes","PC090406","Laguna","Male",93,2017,4
"Pelobates cultripes","PC090406","Laguna","Male",90,2018,5
"Pelobates cultripes","PC090407","Laguna","Male",91,2013,0
"Pelobates cultripes","PC090407","Laguna","Male",95,2014,1
"Pelobates cultripes","PC090408","Laguna","Male",85,2013,0
"Pelobates cultripes","PC090408","Laguna","Male",88,2015,2
"Pelobates cultripes","PC090408","Laguna","Male",91,2016,3
"Pelobates cultripes","PC090409","Laguna","Male",84,2013,0
"Pelobates cultripes","PC090409","Laguna","Male",87,2014,1
"Pelobates cultripes","PC090409","Laguna","Male",88,2015,2
"Pelobates cultripes","PC090409","Laguna","Male",94,2016,3
"Pelobates cultripes","PC090410","Laguna","Female",102,2013,0
"Pelobates cultripes","PC090410","Laguna","Female",100.5,2014,1
"Pelobates cultripes","PC090411","Laguna","Male",93,2013,0
"Pelobates cultripes","PC090411","Laguna","Male",89.5,2014,1
"Pelobates cultripes","PC090411","Laguna","Male",96,2015,2
"Pelobates cultripes","PC090411","Laguna","Male",97,2016,3
"Pelobates cultripes","PC090411","Laguna","Male",94,2017,4
"Pelobates cultripes","PC090412","Laguna","Female",91,2013,0
"Pelobates cultripes","PC090413","Laguna","Male",84,2013,0
"Pelobates cultripes","PC090414","Laguna","Male",85.25,2013,0
"Pelobates cultripes","PC090414","Laguna","Male",86.5,2014,1
"Pelobates cultripes","PC090414","Laguna","Male",91,2015,2
"Pelobates cultripes","PC090415","Laguna","Female",81,2013,0
"Pelobates cultripes","PC090416","Laguna","Male",88,2013,0
"Pelobates cultripes","PC090416","Laguna","Male",87,2014,1
"Pelobates cultripes","PC090416","Laguna","Male",87,2015,2
"Pelobates cultripes","PC090417","Laguna","Female",89.5,2013,0
"Pelobates cultripes","PC090418","Laguna","Female",86,2013,0
"Pelobates cultripes","PC090419","Laguna","Female",84.5,2013,0
"Pelobates cultripes","PC090419","Laguna","Female",86,2015,2
"Pelobates cultripes","PC090419","Laguna","Female",93,2019,6
"Pelobates cultripes","PC090420","Laguna","Male",89,2013,0
"Pelobates cultripes","PC090421","Laguna","Male",84,2013,0
"Pelobates cultripes","PC090422","Laguna","Male",76,2013,0
"Pelobates cultripes","PC090422","Laguna","Male",79,2015,2
"Pelobates cultripes","PC090423","Laguna","Male",87,2013,0
"Pelobates cultripes","PC090423","Laguna","Male",92,2016,3
"Pelobates cultripes","PC090424","Laguna","Male",87,2013,0
"Pelobates cultripes","PC090424","Laguna","Male",87,2014,1
"Pelobates cultripes","PC090425","Laguna","Male",86.5,2013,0
"Pelobates cultripes","PC090425","Laguna","Male",85,2014,1
"Pelobates cultripes","PC090426","Laguna","Male",93,2013,0
"Pelobates cultripes","PC090426","Laguna","Male",91,2014,1
"Pelobates cultripes","PC090426","Laguna","Male",98,2016,3
"Pelobates cultripes","PC090427","Laguna","Male",85,2013,0
"Pelobates cultripes","PC090428","Laguna","Male",71.5,2013,0
"Pelobates cultripes","PC090428","Laguna","Male",81,2015,2
"Pelobates cultripes","PC090428","Laguna","Male",88,2016,3
"Pelobates cultripes","PC090428","Laguna","Male",88,2017,4
"Pelobates cultripes","PC090429","Laguna","Female",86.5,2013,0
"Pelobates cultripes","PC090430","Laguna","Male",91,2013,0
"Pelobates cultripes","PC090430","Laguna","Male",90,2014,1
"Pelobates cultripes","PC090430","Laguna","Male",96,2015,2
"Pelobates cultripes","PC090430","Laguna","Male",97,2016,3
"Epidalea calamita","BC090010","Laguna","Male",71.5,2013,0
"Epidalea calamita","BC090011","Laguna","Male",83,2013,0
"Epidalea calamita","BC090018","Laguna","Male",81,2013,0
"Epidalea calamita","BC090018","Laguna","Male",87,2014,1
"Epidalea calamita","BC090036","Laguna","Male",82,2013,0
"Epidalea calamita","BC090036","Laguna","Male",89,2014,1
"Epidalea calamita","BC090036","Laguna","Male",86,2015,2
"Epidalea calamita","BC090036","Laguna","Male",87,2016,3
"Epidalea calamita","BC090057","Laguna","Male",77,2013,0
"Epidalea calamita","BC090057","Laguna","Male",82,2014,1
"Epidalea calamita","BC090057","Laguna","Male",80,2015,2
"Epidalea calamita","BC090057","Laguna","Male",85,2016,3
"Epidalea calamita","BC090153","Laguna","Male",75,2013,0
"Epidalea calamita","BC090153","Laguna","Male",87,2015,2
"Epidalea calamita","BC090153","Laguna","Male",88,2016,3
"Epidalea calamita","BC090163","Laguna","Male",72,2013,0
"Epidalea calamita","BC090163","Laguna","Male",78,2014,1
"Epidalea calamita","BC090163","Laguna","Male",79,2015,2
"Epidalea calamita","BC090163","Laguna","Male",80,2016,3
"Epidalea calamita","BC090163","Laguna","Male",79,2017,4
"Epidalea calamita","BC090163","Laguna","Male",79,2019,6
"Epidalea calamita","BC090166","Laguna","Male",77,2013,0
"Epidalea calamita","BC090166","Laguna","Male",83.5,2014,1
"Epidalea calamita","BC090166","Laguna","Male",85,2015,2
"Epidalea calamita","BC090166","Laguna","Male",85,2016,3
"Epidalea calamita","BC090166","Laguna","Male",85,2017,4
"Epidalea calamita","BC090166","Laguna","Male",83,2018,5
"Epidalea calamita","BC090172","Laguna","Male",83.5,2013,0
"Epidalea calamita","BC090172","Laguna","Male",86.5,2014,1
"Epidalea calamita","BC090172","Laguna","Male",88,2015,2
"Epidalea calamita","BC090172","Laguna","Male",87,2019,6
"Epidalea calamita","BC090172","Laguna","Male",88,2020,7
"Epidalea calamita","BC090172","Laguna","Male",87,2021,8
"Epidalea calamita","BC090179","Laguna","Male",74,2013,0
"Epidalea calamita","BC090179","Laguna","Male",85,2014,1
"Epidalea calamita","BC090179","Laguna","Male",82,2015,2
"Epidalea calamita","BC090179","Laguna","Male",83,2016,3
"Epidalea calamita","BC090183","Laguna","Male",55.5,2013,0
"Epidalea calamita","BC090183","Laguna","Male",73.5,2015,2
"Epidalea calamita","BC090183","Laguna","Male",79,2016,3
"Epidalea calamita","BC090183","Laguna","Male",78,2017,4
"Epidalea calamita","BC090183","Laguna","Male",77.5,2018,5
"Epidalea calamita","BC090233","Laguna","Male",76,2013,0
"Epidalea calamita","BC090233","Laguna","Male",83,2014,1
"Epidalea calamita","BC090233","Laguna","Male",83,2015,2
"Epidalea calamita","BC090326","Laguna","Male",87,2013,0
"Epidalea calamita","BC090326","Laguna","Male",91.5,2014,1
"Epidalea calamita","BC090326","Laguna","Male",90,2015,2
"Epidalea calamita","BC090326","Laguna","Male",92,2016,3
"Epidalea calamita","BC090326","Laguna","Male",90,2018,5
"Epidalea calamita","BC090326","Laguna","Male",89,2019,6
"Epidalea calamita","BC090326","Laguna","Male",96,2021,8
"Epidalea calamita","BC090328","Laguna","Male",78,2013,0
"Epidalea calamita","BC090328","Laguna","Male",80,2015,2
"Pelobates cultripes","PC090055","Laguna","Male",86.5,2013,0
"Pelobates cultripes","PC090055","Laguna","Male",90,2014,1
"Pelobates cultripes","PC090073","Laguna","Male",80,2013,0
"Pelobates cultripes","PC090073","Laguna","Male",86,2014,1
"Pelobates cultripes","PC090073","Laguna","Male",93,2015,2
"Pelobates cultripes","PC090073","Laguna","Male",90,2016,3
"Pelobates cultripes","PC090091","Laguna","Male",82.5,2013,0
"Pelobates cultripes","PC090148","Laguna","Male",92,2013,0
"Pelobates cultripes","PC090148","Laguna","Male",88,2014,1
"Pelobates cultripes","PC090161","Laguna","Male",85.5,2013,0
"Pelobates cultripes","PC090165","Laguna","Male",90,2013,0
"Pelobates cultripes","PC090175","Laguna","Male",81,2013,0
"Pelobates cultripes","PC090175","Laguna","Male",84,2014,1
"Pelobates cultripes","PC090175","Laguna","Male",86,2015,2
"Pelobates cultripes","PC090175","Laguna","Male",87,2016,3
"Pelobates cultripes","PC090175","Laguna","Male",89,2017,4
"Pelobates cultripes","PC090175","Laguna","Male",91,2018,5
"Pelobates cultripes","PC090175","Laguna","Male",93,2019,6
"Pelobates cultripes","PC090175","Laguna","Male",89,2020,7
"Pelobates cultripes","PC090190","Laguna","Male",75.5,2013,0
"Pelobates cultripes","PC090190","Laguna","Male",86,2015,2
"Pelobates cultripes","PC090190","Laguna","Male",87,2016,3
"Pelobates cultripes","PC090190","Laguna","Male",90,2017,4
"Pelobates cultripes","PC090193","Laguna","Female",89,2013,0
"Pelobates cultripes","PC090193","Laguna","Female",91,2015,2
"Pelobates cultripes","PC090199","Laguna","Male",83,2013,0
"Pelobates cultripes","PC090199","Laguna","Male",88,2014,1
"Pelobates cultripes","PC090199","Laguna","Male",91,2015,2
"Pelobates cultripes","PC090235","Laguna","Male",84.5,2013,0
"Pelobates cultripes","PC090240","Laguna","Male",89,2013,0
"Pelobates cultripes","PC090248","Laguna","Male",90,2013,0
"Pelobates cultripes","PC090248","Laguna","Male",95,2014,1
