"Species","ID","Pop","Sex","SVL_mm","Date","N_capture","year","month","years_from_mark"
"Epidalea calamita","BC090119","Laguna","Male",85,2013-03-05,"Recapture 6",2013,3,0
"Epidalea calamita","BC090123","Laguna","Male",83,2013-03-05,"Recapture 5",2013,3,0
"Epidalea calamita","BC090129","Laguna","Male",81,2013-03-05,"Recapture 8",2013,3,0
"Epidalea calamita","BC090136","Laguna","Male",82,2013-03-05,"Recapture 2",2013,3,0
"Epidalea calamita","BC090141","Laguna","Male",74,2013-03-05,"Recapture 4",2013,3,0
"Epidalea calamita","BC090149","Laguna","Male",86,2013-03-05,"Recapture 7",2013,3,0
"Epidalea calamita","BC090150","Laguna","Male",92,2013-03-05,"Recapture 8",2013,3,0
"Epidalea calamita","BC090160","Laguna","Male",85,2013-03-05,"Recapture 4",2013,3,0
"Epidalea calamita","BC090164","Laguna","Male",92,2013-03-05,"Recapture 10",2013,3,0
"Epidalea calamita","BC090173","Laguna","Male",81,2013-03-05,"Recapture 5",2013,3,0
"Epidalea calamita","BC090176","Laguna","Male",79,2013-03-05,"Recapture 2",2013,3,0
"Epidalea calamita","BC090182","Laguna","Male",70.5,2013-03-05,"Recapture 3",2013,3,0
"Epidalea calamita","BC090186","Laguna","Male",81,2013-03-05,"Recapture 2",2013,3,0
"Epidalea calamita","BC090199","Laguna","Male",69,2013-03-05,"Recapture 1",2013,3,0
"Epidalea calamita","BC090212","Laguna","Female",82,2013-03-05,"Recapture 1",2013,3,0
"Epidalea calamita","BC090221","Laguna","Male",79,2013-03-05,"Recapture 3",2013,3,0
"Epidalea calamita","BC090251","Laguna","Male",74.5,2013-03-05,"Recapture 1",2013,3,0
"Epidalea calamita","BC090277","Laguna","Male",77.5,2013-03-05,"Recapture 1",2013,3,0
"Epidalea calamita","BC090289","Laguna","Male",81.5,2013-03-05,"Recapture 1",2013,3,0
"Epidalea calamita","BC090317","Laguna","Male",76.5,2013-03-05,"Recapture 3",2013,3,0
"Epidalea calamita","BC090327","Laguna","Male",77,2013-03-05,"Recapture 3",2013,3,0
"Epidalea calamita","BC090333","Laguna","Male",70,2013-03-05,"Recapture 1",2013,3,0
"Epidalea calamita","BC090336","Laguna","Male",73,2013-03-05,"Recapture 1",2013,3,0
"Epidalea calamita","BC090364","Laguna","Male",52,2013-03-05,"Recapture 1",2013,3,0
"Epidalea calamita","BC090372","Laguna","Male",75,2013-03-05,"Recapture 4",2013,3,0
"Epidalea calamita","BC090382","Laguna","Male",64,2013-03-05,"Recapture 1",2013,3,0
"Epidalea calamita","BC090400","Laguna","Male",64.5,2013-03-05,"Recapture 1",2013,3,0
"Epidalea calamita","BC090406","Laguna","Male",74,2013-03-05,"Recapture 1",2013,3,0
"Epidalea calamita","BC090410","Laguna","Male",73.5,2013-03-05,"Recapture 1",2013,3,0
"Epidalea calamita","BC090413","Laguna","Male",81.5,2013-03-05,"Recapture 1",2013,3,0
"Epidalea calamita","BC090414","Laguna","Male",72,2013-03-05,"Recapture 1",2013,3,0
"Epidalea calamita","BC090415","Laguna","Male",69.5,2013-03-05,"Recapture 1",2013,3,0
"Epidalea calamita","BC090417","Laguna","Male",73,2013-03-05,"Recapture 1",2013,3,0
"Epidalea calamita","BC090418","Laguna","Male",79.5,2013-03-05,"Recapture 1",2013,3,0
"Epidalea calamita","BC090420","Laguna","Male",77,2013-03-05,"Recapture 1",2013,3,0
"Pelobates cultripes","PC090098","Laguna","Female",95.5,2013-03-05,"Recapture 1",2013,3,0
"Pelobates cultripes","PC090113","Laguna","Male",94,2013-03-05,"Recapture 3",2013,3,0
"Pelobates cultripes","PC090116","Laguna","Male",90,2013-03-05,"Recapture 3",2013,3,0
"Pelobates cultripes","PC090117","Laguna","Male",97.5,2013-03-05,"Recapture 1",2013,3,0
"Pelobates cultripes","PC090123","Laguna","Male",88.5,2013-03-05,"Recapture 1",2013,3,0
"Pelobates cultripes","PC090126","Laguna","Male",91,2013-03-05,"Recapture 2",2013,3,0
"Pelobates cultripes","PC090140","Laguna","Male",86.5,2013-03-05,"Recapture 1",2013,3,0
"Pelobates cultripes","PC090150","Laguna","Male",87.5,2013-03-05,"Recapture 1",2013,3,0
"Pelobates cultripes","PC090196","Laguna","Male",82.5,2013-03-05,"Recapture 5",2013,3,0
"Pelobates cultripes","PC090197","Laguna","Male",84,2013-03-05,"Recapture 1",2013,3,0
"Pelobates cultripes","PC090206","Laguna","Female",88,2013-03-05,"Recapture 1",2013,3,0
"Pelobates cultripes","PC090207","Laguna","Female",88.5,2013-03-05,"Recapture 1",2013,3,0
"Pelobates cultripes","PC090223","Laguna","Male",93,2013-03-05,"Recapture 2",2013,3,0
"Pelobates cultripes","PC090244","Laguna","Male",88,2013-03-05,"Recapture 1",2013,3,0
"Pelobates cultripes","PC090270","Laguna","Male",68,2013-03-05,"Recapture 3",2013,3,0
"Pelobates cultripes","PC090291","Laguna","Male",89,2013-03-05,"Recapture 1",2013,3,0
"Pelobates cultripes","PC090292","Laguna","Male",85.5,2013-03-05,"Recapture 1",2013,3,0
"Pelobates cultripes","PC090334","Laguna","Female",94,2013-03-05,"Recapture 1",2013,3,0
"Pelobates cultripes","PC090340","Laguna","Female",92,2013-03-05,"Recapture 1",2013,3,0
"Epidalea calamita","BC090456","Laguna","Male",73,2013-03-06,"Mark",2013,3,0
"Epidalea calamita","BC090457","Laguna","Male",67.5,2013-03-06,"Mark",2013,3,0
"Epidalea calamita","BC090458","Laguna","Female",74,2013-03-06,"Mark",2013,3,0
"Epidalea calamita","BC090459","Laguna","Male",73.5,2013-03-06,"Mark",2013,3,0
"Epidalea calamita","BC090460","Laguna","Male",84,2013-03-06,"Mark",2013,3,0
"Epidalea calamita","BC090461","Laguna","Female",86.5,2013-03-06,"Mark",2013,3,0
"Epidalea calamita","BC090462","Laguna","Male",76,2013-03-06,"Mark",2013,3,0
"Epidalea calamita","BC090463","Laguna","Male",71,2013-03-06,"Mark",2013,3,0
"Epidalea calamita","BC090464","Laguna","Male",80,2013-03-06,"Mark",2013,3,0
"Epidalea calamita","BC090465","Laguna","Male",74.5,2013-03-06,"Mark",2013,3,0
"Epidalea calamita","BC090466","Laguna","Male",76,2013-03-06,"Mark",2013,3,0
"Epidalea calamita","BC090467","Laguna","Female",90,2013-03-06,"Mark",2013,3,0
"Epidalea calamita","BC090468","Laguna","Female",95.5,2013-03-06,"Mark",2013,3,0
"Epidalea calamita","BC090469","Laguna","Female",81,2013-03-06,"Mark",2013,3,0
"Epidalea calamita","BC090470","Laguna","Male",66,2013-03-06,"Mark",2013,3,0
"Epidalea calamita","BC090471","Laguna","Male",75.5,2013-03-06,"Mark",2013,3,0
"Epidalea calamita","BC090472","Laguna","Male",72,2013-03-06,"Mark",2013,3,0
"Epidalea calamita","BC090473","Laguna","Male",75,2013-03-06,"Mark",2013,3,0
"Epidalea calamita","BC090474","Laguna","Male",70,2013-03-06,"Mark",2013,3,0
"Epidalea calamita","BC090475","Laguna","Male",85,2013-03-06,"Mark",2013,3,0
"Epidalea calamita","BC090476","Laguna","Female",88,2013-03-06,"Mark",2013,3,0
"Epidalea calamita","BC090477","Laguna","Male",93,2013-03-06,"Mark",2013,3,0
"Epidalea calamita","BC090478","Laguna","Male",72,2013-03-06,"Mark",2013,3,0
"Epidalea calamita","BC090479","Laguna","Female",86.5,2013-03-06,"Mark",2013,3,0
"Epidalea calamita","BC090480","Laguna","Female",87.5,2013-03-06,"Mark",2013,3,0
"Pelobates cultripes","PC090395","Laguna","Male",86,2013-03-06,"Mark",2013,3,0
"Pelobates cultripes","PC090396","Laguna","Male",90,2013-03-06,"Mark",2013,3,0
"Pelobates cultripes","PC090397","Laguna","Female",85,2013-03-06,"Mark",2013,3,0
"Pelobates cultripes","PC090398","Laguna","Male",89,2013-03-06,"Mark",2013,3,0
"Pelobates cultripes","PC090399","Laguna","Male",85,2013-03-06,"Mark",2013,3,0
"Pelobates cultripes","PC090400","Laguna","Male",88,2013-03-06,"Mark",2013,3,0
"Pelobates cultripes","PC090401","Laguna","Male",80,2013-03-06,"Mark",2013,3,0
"Pelobates cultripes","PC090402","Laguna","Male",83,2013-03-06,"Mark",2013,3,0
"Pelobates cultripes","PC090403","Laguna","Male",81,2013-03-06,"Mark",2013,3,0
"Pelobates cultripes","PC090404","Laguna","Male",83.5,2013-03-06,"Mark",2013,3,0
"Pelobates cultripes","PC090405","Laguna","Male",74.5,2013-03-06,"Mark",2013,3,0
"Pelobates cultripes","PC090406","Laguna","Male",88,2013-03-06,"Mark",2013,3,0
"Pelobates cultripes","PC090407","Laguna","Male",91,2013-03-06,"Mark",2013,3,0
"Pelobates cultripes","PC090408","Laguna","Male",85,2013-03-06,"Mark",2013,3,0
"Pelobates cultripes","PC090409","Laguna","Male",84,2013-03-06,"Mark",2013,3,0
"Pelobates cultripes","PC090410","Laguna","Female",102,2013-03-06,"Mark",2013,3,0
"Pelobates cultripes","PC090411","Laguna","Male",93,2013-03-06,"Mark",2013,3,0
"Pelobates cultripes","PC090412","Laguna","Female",91,2013-03-06,"Mark",2013,3,0
"Pelobates cultripes","PC090413","Laguna","Male",84,2013-03-06,"Mark",2013,3,0
"Pelobates cultripes","PC090414","Laguna","Male",83.5,2013-03-06,"Mark",2013,3,0
"Pelobates cultripes","PC090415","Laguna","Female",81,2013-03-06,"Mark",2013,3,0
"Pelobates cultripes","PC090416","Laguna","Male",88,2013-03-06,"Mark",2013,3,0
"Pelobates cultripes","PC090417","Laguna","Female",89.5,2013-03-06,"Mark",2013,3,0
"Pelobates cultripes","PC090418","Laguna","Female",86,2013-03-06,"Mark",2013,3,0
"Pelobates cultripes","PC090419","Laguna","Female",84.5,2013-03-06,"Mark",2013,3,0
"Pelobates cultripes","PC090420","Laguna","Male",89,2013-03-06,"Mark",2013,3,0
"Pelobates cultripes","PC090421","Laguna","Male",84,2013-03-06,"Mark",2013,3,0
"Pelobates cultripes","PC090422","Laguna","Male",76,2013-03-06,"Mark",2013,3,0
"Pelobates cultripes","PC090423","Laguna","Male",87,2013-03-06,"Mark",2013,3,0
"Pelobates cultripes","PC090424","Laguna","Male",87,2013-03-06,"Mark",2013,3,0
"Pelobates cultripes","PC090425","Laguna","Male",86.5,2013-03-06,"Mark",2013,3,0
"Pelobates cultripes","PC090426","Laguna","Male",93,2013-03-06,"Mark",2013,3,0
"Pelobates cultripes","PC090427","Laguna","Male",85,2013-03-06,"Mark",2013,3,0
"Pelobates cultripes","PC090428","Laguna","Male",71.5,2013-03-06,"Mark",2013,3,0
"Pelobates cultripes","PC090429","Laguna","Female",86.5,2013-03-06,"Mark",2013,3,0
"Pelobates cultripes","PC090430","Laguna","Male",91,2013-03-06,"Mark",2013,3,0
"Epidalea calamita","BC090006","Laguna","Male",92,2013-03-06,"Recapture 13",2013,3,0
"Epidalea calamita","BC090010","Laguna","Male",71.5,2013-03-06,"Recapture 2",2013,3,0
"Epidalea calamita","BC090011","Laguna","Male",83,2013-03-06,"Recapture 12",2013,3,0
"Epidalea calamita","BC090018","Laguna","Male",81,2013-03-06,"Recapture 4",2013,3,0
"Epidalea calamita","BC090021","Laguna","Male",NA,2013-03-06,"Recapture 8",2013,3,0
"Epidalea calamita","BC090025","Laguna","Male",NA,2013-03-06,"Recapture 4",2013,3,0
"Epidalea calamita","BC090026","Laguna","Male",NA,2013-03-06,"Recapture 10",2013,3,0
"Epidalea calamita","BC090036","Laguna","Male",82,2013-03-06,"Recapture 4",2013,3,0
"Epidalea calamita","BC090055","Laguna","Male",NA,2013-03-06,"Recapture 5",2013,3,0
"Epidalea calamita","BC090056","Laguna","Male",NA,2013-03-06,"Recapture 2",2013,3,0
"Epidalea calamita","BC090057","Laguna","Male",77,2013-03-06,"Recapture 4",2013,3,0
"Epidalea calamita","BC090064","Laguna","Male",NA,2013-03-06,"Recapture 8",2013,3,0
"Epidalea calamita","BC090068","Laguna","Male",NA,2013-03-06,"Recapture 2",2013,3,0
"Epidalea calamita","BC090069","Laguna","Male",NA,2013-03-06,"Recapture 8",2013,3,0
"Epidalea calamita","BC090070","Laguna","Male",NA,2013-03-06,"Recapture 8",2013,3,0
"Epidalea calamita","BC090090","Laguna","Male",NA,2013-03-06,"Recapture 15",2013,3,0
"Epidalea calamita","BC090105","Laguna","Male",NA,2013-03-06,"Recapture 10",2013,3,0
"Epidalea calamita","BC090115","Laguna","Male",NA,2013-03-06,"Recapture 6",2013,3,0
"Epidalea calamita","BC090119","Laguna","Male",NA,2013-03-06,"Recapture 7",2013,3,0
"Epidalea calamita","BC090123","Laguna","Male",NA,2013-03-06,"Recapture 6",2013,3,0
"Epidalea calamita","BC090129","Laguna","Male",NA,2013-03-06,"Recapture 9",2013,3,0
"Epidalea calamita","BC090136","Laguna","Male",NA,2013-03-06,"Recapture 3",2013,3,0
"Epidalea calamita","BC090138","Laguna","Female",NA,2013-03-06,"Recapture 2",2013,3,0
"Epidalea calamita","BC090141","Laguna","Male",NA,2013-03-06,"Recapture 5",2013,3,0
"Epidalea calamita","BC090150","Laguna","Male",NA,2013-03-06,"Recapture 9",2013,3,0
"Epidalea calamita","BC090153","Laguna","Male",75,2013-03-06,"Recapture 1",2013,3,0
"Epidalea calamita","BC090154","Laguna","Female",88,2013-03-06,"Recapture 2",2013,3,0
"Epidalea calamita","BC090160","Laguna","Male",NA,2013-03-06,"Recapture 5",2013,3,0
"Epidalea calamita","BC090163","Laguna","Male",72,2013-03-06,"Recapture 2",2013,3,0
"Epidalea calamita","BC090166","Laguna","Male",77,2013-03-06,"Recapture 4",2013,3,0
"Epidalea calamita","BC090172","Laguna","Male",83.5,2013-03-06,"Recapture 3",2013,3,0
"Epidalea calamita","BC090173","Laguna","Male",NA,2013-03-06,"Recapture 6",2013,3,0
"Epidalea calamita","BC090176","Laguna","Male",NA,2013-03-06,"Recapture 3",2013,3,0
"Epidalea calamita","BC090179","Laguna","Male",74,2013-03-06,"Recapture 4",2013,3,0
"Epidalea calamita","BC090182","Laguna","Male",NA,2013-03-06,"Recapture 4",2013,3,0
"Epidalea calamita","BC090183","Laguna","Male",55.5,2013-03-06,"Recapture 2",2013,3,0
"Epidalea calamita","BC090186","Laguna","Male",NA,2013-03-06,"Recapture 3",2013,3,0
"Epidalea calamita","BC090199","Laguna","Male",NA,2013-03-06,"Recapture 2",2013,3,0
"Epidalea calamita","BC090212","Laguna","Female",NA,2013-03-06,"Recapture 2",2013,3,0
"Epidalea calamita","BC090233","Laguna","Male",76,2013-03-06,"Recapture 1",2013,3,0
"Epidalea calamita","BC090317","Laguna","Male",NA,2013-03-06,"Recapture 4",2013,3,0
"Epidalea calamita","BC090322","Laguna","Male",74.5,2013-03-06,"Recapture 4",2013,3,0
"Epidalea calamita","BC090326","Laguna","Male",87,2013-03-06,"Recapture 1",2013,3,0
"Epidalea calamita","BC090327","Laguna","Male",NA,2013-03-06,"Recapture 4",2013,3,0
"Epidalea calamita","BC090328","Laguna","Male",78,2013-03-06,"Recapture 1",2013,3,0
"Epidalea calamita","BC090334","Laguna","Male",NA,2013-03-06,"Recapture 1",2013,3,0
"Epidalea calamita","BC090336","Laguna","Male",NA,2013-03-06,"Recapture 2",2013,3,0
"Epidalea calamita","BC090375","Laguna","Male",62,2013-03-06,"Recapture 2",2013,3,0
"Epidalea calamita","BC090394","Laguna","Juvenile",47,2013-03-06,"Recapture 4",2013,3,0
"Epidalea calamita","BC090400","Laguna","Male",NA,2013-03-06,"Recapture 2",2013,3,0
"Epidalea calamita","BC090406","Laguna","Male",NA,2013-03-06,"Recapture 2",2013,3,0
"Epidalea calamita","BC090413","Laguna","Male",NA,2013-03-06,"Recapture 2",2013,3,0
"Epidalea calamita","BC090418","Laguna","Male",NA,2013-03-06,"Recapture 2",2013,3,0
"Epidalea calamita","BC090422","Laguna","Male",NA,2013-03-06,"Recapture 1",2013,3,0
"Epidalea calamita","BC090426","Laguna","Female",NA,2013-03-06,"Recapture 1",2013,3,0
"Epidalea calamita","BC090430","Laguna","Female",NA,2013-03-06,"Recapture 1",2013,3,0
"Epidalea calamita","BC090434","Laguna","Male",NA,2013-03-06,"Recapture 1",2013,3,0
"Epidalea calamita","BC090435","Laguna","Male",NA,2013-03-06,"Recapture 1",2013,3,0
"Epidalea calamita","BC090439","Laguna","Male",NA,2013-03-06,"Recapture 1",2013,3,0
"Epidalea calamita","BC090440","Laguna","Male",NA,2013-03-06,"Recapture 1",2013,3,0
"Epidalea calamita","BC090441","Laguna","Male",NA,2013-03-06,"Recapture 1",2013,3,0
"Epidalea calamita","BC090443","Laguna","Male",NA,2013-03-06,"Recapture 1",2013,3,0
"Epidalea calamita","BC090446","Laguna","Male",NA,2013-03-06,"Recapture 1",2013,3,0
"Epidalea calamita","BC090448","Laguna","Female",NA,2013-03-06,"Recapture 1",2013,3,0
"Epidalea calamita","BC090450","Laguna","Male",NA,2013-03-06,"Recapture 1",2013,3,0
"Epidalea calamita","BC090453","Laguna","Male",NA,2013-03-06,"Recapture 1",2013,3,0
"Epidalea calamita","BC090454","Laguna","Male",NA,2013-03-06,"Recapture 1",2013,3,0
"Pelobates cultripes","PC090013","Laguna","Female",100,2013-03-06,"Recapture 3",2013,3,0
"Pelobates cultripes","PC090055","Laguna","Male",86.5,2013-03-06,"Recapture 2",2013,3,0
"Pelobates cultripes","PC090073","Laguna","Male",80,2013-03-06,"Recapture 1",2013,3,0
"Pelobates cultripes","PC090091","Laguna","Male",82.5,2013-03-06,"Recapture 2",2013,3,0
"Pelobates cultripes","PC090097","Laguna","Female",90.5,2013-03-06,"Recapture 3",2013,3,0
"Pelobates cultripes","PC090123","Laguna","Male",NA,2013-03-06,"Recapture 2",2013,3,0
"Pelobates cultripes","PC090140","Laguna","Male",NA,2013-03-06,"Recapture 2",2013,3,0
"Pelobates cultripes","PC090148","Laguna","Male",92,2013-03-06,"Recapture 3",2013,3,0
"Pelobates cultripes","PC090150","Laguna","Male",NA,2013-03-06,"Recapture 2",2013,3,0
"Pelobates cultripes","PC090161","Laguna","Male",85.5,2013-03-06,"Recapture 1",2013,3,0
"Pelobates cultripes","PC090165","Laguna","Male",90,2013-03-06,"Recapture 2",2013,3,0
"Pelobates cultripes","PC090175","Laguna","Male",81,2013-03-06,"Recapture 2",2013,3,0
"Pelobates cultripes","PC090190","Laguna","Male",75.5,2013-03-06,"Recapture 1",2013,3,0
"Pelobates cultripes","PC090193","Laguna","Female",89,2013-03-06,"Recapture 1",2013,3,0
"Pelobates cultripes","PC090196","Laguna","Male",NA,2013-03-06,"Recapture 6",2013,3,0
"Pelobates cultripes","PC090199","Laguna","Male",83,2013-03-06,"Recapture 1",2013,3,0
"Pelobates cultripes","PC090206","Laguna","Female",NA,2013-03-06,"Recapture 2",2013,3,0
"Pelobates cultripes","PC090223","Laguna","Male",NA,2013-03-06,"Recapture 3",2013,3,0
"Pelobates cultripes","PC090235","Laguna","Male",84.5,2013-03-06,"Recapture 1",2013,3,0
"Pelobates cultripes","PC090240","Laguna","Male",89,2013-03-06,"Recapture 1",2013,3,0
"Pelobates cultripes","PC090244","Laguna","Male",NA,2013-03-06,"Recapture 2",2013,3,0
"Pelobates cultripes","PC090248","Laguna","Male",90,2013-03-06,"Recapture 2",2013,3,0
"Pelobates cultripes","PC090254","Laguna","Male",82,2013-03-06,"Recapture 1",2013,3,0
"Pelobates cultripes","PC090263","Laguna","Male",73,2013-03-06,"Recapture 1",2013,3,0
"Pelobates cultripes","PC090268","Laguna","Female",105,2013-03-06,"Recapture 2",2013,3,0
"Pelobates cultripes","PC090273","Laguna","Female",92,2013-03-06,"Recapture 1",2013,3,0
"Pelobates cultripes","PC090291","Laguna","Male",NA,2013-03-06,"Recapture 2",2013,3,0
"Pelobates cultripes","PC090292","Laguna","Male",NA,2013-03-06,"Recapture 2",2013,3,0
"Pelobates cultripes","PC090308","Laguna","Male",75,2013-03-06,"Recapture 1",2013,3,0
"Pelobates cultripes","PC090311","Laguna","Male",79,2013-03-06,"Recapture 1",2013,3,0
"Pelobates cultripes","PC090319","Laguna","Male",81,2013-03-06,"Recapture 1",2013,3,0
"Pelobates cultripes","PC090323","Laguna","Female",87,2013-03-06,"Recapture 1",2013,3,0
"Pelobates cultripes","PC090327","Laguna","Male",75,2013-03-06,"Recapture 1",2013,3,0
"Pelobates cultripes","PC090331","Laguna","Female",87,2013-03-06,"Recapture 1",2013,3,0
"Pelobates cultripes","PC090336","Laguna","Female",NA,2013-03-06,"Recapture 1",2013,3,0
"Pelobates cultripes","PC090337","Laguna","Male",70,2013-03-06,"Recapture 1",2013,3,0
"Pelobates cultripes","PC090352","Laguna","Male",NA,2013-03-06,"Recapture 1",2013,3,0
"Pelobates cultripes","PC090353","Laguna","Male",NA,2013-03-06,"Recapture 1",2013,3,0
"Pelobates cultripes","PC090361","Laguna","Female",NA,2013-03-06,"Recapture 1",2013,3,0
"Pelobates cultripes","PC090362","Laguna","Female",NA,2013-03-06,"Recapture 1",2013,3,0
"Pelobates cultripes","PC090364","Laguna","Male",NA,2013-03-06,"Recapture 1",2013,3,0
"Pelobates cultripes","PC090373","Laguna","Female",NA,2013-03-06,"Recapture 1",2013,3,0
"Pelobates cultripes","PC090375","Laguna","Male",NA,2013-03-06,"Recapture 1",2013,3,0
"Pelobates cultripes","PC090377","Laguna","Male",NA,2013-03-06,"Recapture 1",2013,3,0
"Pelobates cultripes","PC090383","Laguna","Male",NA,2013-03-06,"Recapture 1",2013,3,0
"Pelobates cultripes","PC090387","Laguna","Male",NA,2013-03-06,"Recapture 1",2013,3,0
"Pelobates cultripes","PC090388","Laguna","Female",NA,2013-03-06,"Recapture 1",2013,3,0
"Pelobates cultripes","PC090389","Laguna","Male",NA,2013-03-06,"Recapture 1",2013,3,0
"Pelobates cultripes","PC090392","Laguna","Male",NA,2013-03-06,"Recapture 1",2013,3,0
"Pleurodeles waltl","PW090741","Gravera","Female",117,2013-03-08,"Mark",2013,3,0
"Pleurodeles waltl","PW090742","Gravera","Juvenile",46,2013-03-08,"Mark",2013,3,0
"Pleurodeles waltl","PW090743","Laguna","Female",93,2013-03-08,"Mark",2013,3,0
"Pleurodeles waltl","PW090744","Laguna","Female",110,2013-03-08,"Mark",2013,3,0
"Pleurodeles waltl","PW090745","Laguna","Female",120,2013-03-08,"Mark",2013,3,0
"Pleurodeles waltl","PW090746","Laguna","Male",92,2013-03-08,"Mark",2013,3,0
"Pleurodeles waltl","PW090747","Laguna","Female",93,2013-03-08,"Mark",2013,3,0
"Pleurodeles waltl","PW090748","Laguna","Female",96,2013-03-08,"Mark",2013,3,0
